NP_000012.1	NP_000012.1; XP_016857324.1	467; 448	Pfam	PF01080; PF01080	Presenilin; Presenilin	4.9E-166; 1.3E-107	IPR001108; IPR001108	Peptidase A22A, presenilin; Peptidase A22A, presenilin
NP_000334.1	NP_000334.1; XP_016884409.1; XP_006721135.2; XP_016878392.1; NP_008864.4; XP_016879680.2; XP_011539226.1	664; 689; 705; 675; 718; 649; 719	Pfam	PF00474; PF00474; PF00474; PF00474; PF00474; PF00474; PF00474	Sodium:solute symporter family; Sodium:solute symporter family; Sodium:solute symporter family; Sodium:solute symporter family; Sodium:solute symporter family; Sodium:solute symporter family; Sodium:solute symporter family	2.1E-176; 7.6E-158; 1.4E-169; 2.6E-141; 9.3E-162; 5.6E-109; 6.3E-112	IPR001734; IPR001734; IPR001734; IPR001734; IPR001734; IPR001734; IPR001734	Sodium/solute symporter; Sodium/solute symporter; Sodium/solute symporter; Sodium/solute symporter; Sodium/solute symporter; Sodium/solute symporter; Sodium/solute symporter
NP_000335.1	NP_059107.1; NP_000335.1	294; 294	Pfam	PF06003; PF06003	Survival motor neuron protein (SMN); Survival motor neuron protein (SMN)	6.7E-104; 6.7E-104	IPR010304; IPR010304	Survival motor neuron; Survival motor neuron
NP_000339.2	NP_000339.2; NP_001038.1	254; 259	Pfam	PF02544; PF02544	3-oxo-5-alpha-steroid 4-dehydrogenase; 3-oxo-5-alpha-steroid 4-dehydrogenase	1.6E-62; 7.9E-69	IPR001104; IPR001104	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal; 3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal
NP_000341.2	NP_000341.2; NP_005493.2	2273; 2261	Pfam	PF12698, PF00005; PF12698, PF00005	ABC-2 family transporter protein, ABC transporter; ABC-2 family transporter protein, ABC transporter	5.6E-43, 3.5E-30; 5.5E-50, 9.5E-29	-, IPR003439; -, IPR003439	-, ABC transporter-like, ATP-binding domain; -, ABC transporter-like, ATP-binding domain
NP_000381.1	NP_000381.1; NP_001368783.1	653; 656	Pfam	PF00996; PF00996	GDP dissociation inhibitor; GDP dissociation inhibitor	1.7E-42; 2.5E-45	IPR018203; IPR018203	GDP dissociation inhibitor; GDP dissociation inhibitor
NP_000385.1	NP_001300979.1; NP_000385.1; NP_001355174.1; NP_653218.1	173; 173; 175; 160	Pfam	PF00011, PF00525; PF00011, PF00525; PF00011, PF00525; PF00525, PF00011	Hsp20/alpha crystallin family, Alpha crystallin A chain, N terminal; Hsp20/alpha crystallin family, Alpha crystallin A chain, N terminal; Hsp20/alpha crystallin family, Alpha crystallin A chain, N terminal; Alpha crystallin A chain, N terminal, Hsp20/alpha crystallin family	2.7E-22, 2.1E-25; 2.7E-22, 2.1E-25; 3.8E-25, 4.6E-30; 1.2E-21, 7.0E-20	IPR002068, IPR003090; IPR002068, IPR003090; IPR002068, IPR003090; IPR003090, IPR002068	Alpha crystallin/Hsp20 domain, Alpha-crystallin, N-terminal; Alpha crystallin/Hsp20 domain, Alpha-crystallin, N-terminal; Alpha crystallin/Hsp20 domain, Alpha-crystallin, N-terminal; Alpha-crystallin, N-terminal, Alpha crystallin/Hsp20 domain
NP_000387.1	NP_000387.1; NP_004070.3; NP_001369686.1; NP_001324.2	329; 331; 333; 334	Pfam	PF00112, PF08246; PF00112, PF08246; PF00112, PF08246; PF08246, PF00112	Papain family cysteine protease, Cathepsin propeptide inhibitor domain (I29); Papain family cysteine protease, Cathepsin propeptide inhibitor domain (I29); Papain family cysteine protease, Cathepsin propeptide inhibitor domain (I29); Cathepsin propeptide inhibitor domain (I29), Papain family cysteine protease	5.7E-82, 7.8E-11; 2.2E-81, 2.4E-12; 1.4E-84, 1.7E-11; 7.7E-12, 4.4E-85	IPR000668, IPR013201; IPR000668, IPR013201; IPR000668, IPR013201; IPR013201, IPR000668	Peptidase C1A, papain C-terminal, Cathepsin propeptide inhibitor domain (I29); Peptidase C1A, papain C-terminal, Cathepsin propeptide inhibitor domain (I29); Peptidase C1A, papain C-terminal, Cathepsin propeptide inhibitor domain (I29); Cathepsin propeptide inhibitor domain (I29), Peptidase C1A, papain C-terminal
NP_000388.2	NP_000388.2; NP_056533.1; NP_008983.2	570; 568; 564	Pfam	PF08030, PF08022, PF01794; PF08030, PF01794, PF08022; PF01794, PF08022, PF08030	Ferric reductase NAD binding domain, FAD-binding domain, Ferric reductase like transmembrane component; Ferric reductase NAD binding domain, Ferric reductase like transmembrane component, FAD-binding domain; Ferric reductase like transmembrane component, FAD-binding domain, Ferric reductase NAD binding domain	9.1E-39, 3.5E-22, 2.7E-25; 5.5E-33, 4.7E-23, 8.9E-21; 5.3E-23, 1.2E-21, 3.1E-33	IPR013121, IPR013112, IPR013130; IPR013121, IPR013130, IPR013112; IPR013130, IPR013112, IPR013121	Ferric reductase, NAD binding domain, FAD-binding 8, Ferric reductase transmembrane component-like domain; Ferric reductase, NAD binding domain, Ferric reductase transmembrane component-like domain, FAD-binding 8; Ferric reductase transmembrane component-like domain, FAD-binding 8, Ferric reductase, NAD binding domain
NP_000415.2	NP_000415.2; NP_005546.2; NP_775109.2; NP_005545.1; NP_149034.2; NP_778253.2; XP_005268923.1; NP_004684.2; NP_787028.1; NP_778238.1; NP_258259.1; NP_778223.2; NP_002263.3; NP_001139697.1; NP_001243211.1; NP_775487.2; NP_149022.3; NP_002273.3; NP_002274.1; NP_002272.2; NP_005547.3	590; 564; 564; 564; 600; 578; 563; 551; 535; 540; 523; 529; 520; 511; 511; 520; 513; 493; 507; 505; 469	Pfam	PF00038, PF16208; PF16208, PF00038; PF16208, PF00038; PF16208, PF00038; PF00038, PF16208; PF00038, PF16208; PF00038, PF16208; PF00038, PF16208; PF00038, PF16208; PF00038, PF16208; PF16208, PF00038; PF00038, PF16208; PF00038, PF16208; PF16208, PF00038; PF00038, PF16208; PF16208, PF00038; PF16208, PF00038; PF16208, PF00038; PF00038, PF16208; PF16208, PF00038; PF00038, PF16208	Intermediate filament protein, Keratin type II head; Keratin type II head, Intermediate filament protein; Keratin type II head, Intermediate filament protein; Keratin type II head, Intermediate filament protein; Intermediate filament protein, Keratin type II head; Intermediate filament protein, Keratin type II head; Intermediate filament protein, Keratin type II head; Intermediate filament protein, Keratin type II head; Intermediate filament protein, Keratin type II head; Intermediate filament protein, Keratin type II head; Keratin type II head, Intermediate filament protein; Intermediate filament protein, Keratin type II head; Intermediate filament protein, Keratin type II head; Keratin type II head, Intermediate filament protein; Intermediate filament protein, Keratin type II head; Keratin type II head, Intermediate filament protein; Keratin type II head, Intermediate filament protein; Keratin type II head, Intermediate filament protein; Intermediate filament protein, Keratin type II head; Keratin type II head, Intermediate filament protein; Intermediate filament protein, Keratin type II head	4.5E-117, 1.5E-43; 3.4E-38, 3.3E-114; 3.4E-38, 7.7E-115; 1.8E-38, 5.7E-115; 1.3E-103, 1.2E-37; 1.9E-98, 2.7E-45; 6.0E-98, 3.2E-13; 2.2E-115, 1.3E-27; 7.9E-106, 2.5E-19; 4.6E-105, 4.5E-18; 5.3E-18, 1.1E-102; 3.4E-102, 4.3E-24; 2.3E-112, 2.0E-21; 2.5E-15, 6.7E-104; 1.5E-116, 8.2E-11; 1.2E-15, 3.9E-92; 2.5E-11, 2.1E-98; 6.4E-13, 1.9E-97; 1.9E-99, 2.2E-10; 5.3E-12, 2.8E-97; 5.3E-115, 1.3E-8	IPR039008, IPR032444; IPR032444, IPR039008; IPR032444, IPR039008; IPR032444, IPR039008; IPR039008, IPR032444; IPR039008, IPR032444; IPR039008, IPR032444; IPR039008, IPR032444; IPR039008, IPR032444; IPR039008, IPR032444; IPR032444, IPR039008; IPR039008, IPR032444; IPR039008, IPR032444; IPR032444, IPR039008; IPR039008, IPR032444; IPR032444, IPR039008; IPR032444, IPR039008; IPR032444, IPR039008; IPR039008, IPR032444; IPR032444, IPR039008; IPR039008, IPR032444	Intermediate filament, rod domain, Keratin type II head; Keratin type II head, Intermediate filament, rod domain; Keratin type II head, Intermediate filament, rod domain; Keratin type II head, Intermediate filament, rod domain; Intermediate filament, rod domain, Keratin type II head; Intermediate filament, rod domain, Keratin type II head; Intermediate filament, rod domain, Keratin type II head; Intermediate filament, rod domain, Keratin type II head; Intermediate filament, rod domain, Keratin type II head; Intermediate filament, rod domain, Keratin type II head; Keratin type II head, Intermediate filament, rod domain; Intermediate filament, rod domain, Keratin type II head; Intermediate filament, rod domain, Keratin type II head; Keratin type II head, Intermediate filament, rod domain; Intermediate filament, rod domain, Keratin type II head; Keratin type II head, Intermediate filament, rod domain; Keratin type II head, Intermediate filament, rod domain; Keratin type II head, Intermediate filament, rod domain; Intermediate filament, rod domain, Keratin type II head; Keratin type II head, Intermediate filament, rod domain; Intermediate filament, rod domain, Keratin type II head
NP_000420.1	NP_000420.1; NP_005902.1	395; 395	Pfam	PF00438, PF02773, PF02772; PF00438, PF02772, PF02773	S-adenosylmethionine synthetase, N-terminal domain, S-adenosylmethionine synthetase, C-terminal domain, S-adenosylmethionine synthetase, central domain; S-adenosylmethionine synthetase, N-terminal domain, S-adenosylmethionine synthetase, central domain, S-adenosylmethionine synthetase, C-terminal domain	2.5E-43, 2.2E-68, 7.1E-46; 3.6E-44, 5.1E-47, 1.5E-67	IPR022628, IPR022630, IPR022629; IPR022628, IPR022629, IPR022630	S-adenosylmethionine synthetase, N-terminal, S-adenosylmethionine synthetase, C-terminal, S-adenosylmethionine synthetase, central domain; S-adenosylmethionine synthetase, N-terminal, S-adenosylmethionine synthetase, central domain, S-adenosylmethionine synthetase, C-terminal
NP_000431.2	NP_000431.2; XP_011511775.1; NP_006195.3	860; 941; 858	Pfam	PF01590, PF00233; PF00233, PF01590; PF01590, PF00233	GAF domain, 3'5'-cyclic nucleotide phosphodiesterase; 3'5'-cyclic nucleotide phosphodiesterase, GAF domain; GAF domain, 3'5'-cyclic nucleotide phosphodiesterase	1.1E-11, 1.3E-80; 4.0E-79, 6.6E-14; 2.9E-13, 6.1E-83	IPR003018, IPR002073; IPR002073, IPR003018; IPR003018, IPR002073	GAF domain, 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain; 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain, GAF domain; GAF domain, 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain
NP_000454.1	NP_000454.1; NP_061966.1; NP_061951.1; NP_009051.1; NP_001063.2; NP_066307.1; NP_061949.3; NP_061948.1; NP_061950.2	533; 534; 534; 534; 532; 530; 530; 530; 530	Pfam	PF00201; PF00201; PF00201; PF00201; PF00201; PF00201; PF00201; PF00201; PF00201	UDP-glucoronosyl and UDP-glucosyl transferase; UDP-glucoronosyl and UDP-glucosyl transferase; UDP-glucoronosyl and UDP-glucosyl transferase; UDP-glucoronosyl and UDP-glucosyl transferase; UDP-glucoronosyl and UDP-glucosyl transferase; UDP-glucoronosyl and UDP-glucosyl transferase; UDP-glucoronosyl and UDP-glucosyl transferase; UDP-glucoronosyl and UDP-glucosyl transferase; UDP-glucoronosyl and UDP-glucosyl transferase	4.4E-251; 5.6E-254; 6.6E-249; 1.1E-246; 7.0E-246; 9.7E-247; 3.5E-245; 1.9E-242; 1.7E-240	IPR002213; IPR002213; IPR002213; IPR002213; IPR002213; IPR002213; IPR002213; IPR002213; IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase; UDP-glucuronosyl/UDP-glucosyltransferase; UDP-glucuronosyl/UDP-glucosyltransferase; UDP-glucuronosyl/UDP-glucosyltransferase; UDP-glucuronosyl/UDP-glucosyltransferase; UDP-glucuronosyl/UDP-glucosyltransferase; UDP-glucuronosyl/UDP-glucosyltransferase; UDP-glucuronosyl/UDP-glucosyltransferase; UDP-glucuronosyl/UDP-glucosyltransferase
NP_000469.3	NP_000469.3; NP_001622.2; NP_112603.2; NP_001623.3	524; 528; 532; 535	Pfam	PF00245; PF00245; PF00245; PF00245	Alkaline phosphatase; Alkaline phosphatase; Alkaline phosphatase; Alkaline phosphatase	1.3E-180; 1.3E-187; 4.1E-189; 1.8E-190	IPR001952; IPR001952; IPR001952; IPR001952	Alkaline phosphatase; Alkaline phosphatase; Alkaline phosphatase; Alkaline phosphatase
NP_000477.1	NP_000477.1; NP_001642.1; NP_036196.1; NP_001643.2; NP_001304313.1	271; 265; 263; 282; 352	Pfam	PF00230; PF00230; PF00230; PF00230; PF00230	Major intrinsic protein; Major intrinsic protein; Major intrinsic protein; Major intrinsic protein; Major intrinsic protein	1.3E-81; 2.4E-74; 1.3E-79; 5.3E-69; 3.9E-72	IPR000425; IPR000425; IPR000425; IPR000425; IPR000425	Major intrinsic protein; Major intrinsic protein; Major intrinsic protein; Major intrinsic protein; Major intrinsic protein
NP_000481.2	NP_000481.2; NP_000906.1	164; 125	Pfam	PF00184, PF00220; PF00184, PF00220	Neurohypophysial hormones, C-terminal Domain, Neurohypophysial hormones, N-terminal Domain; Neurohypophysial hormones, C-terminal Domain, Neurohypophysial hormones, N-terminal Domain	2.3E-26, 1.5E-4; 4.9E-26, 2.4E-4	IPR000981, IPR022423; IPR000981, IPR022423	Neurohypophysial hormone, Neurohypophysial hormone, conserved site; Neurohypophysial hormone, Neurohypophysial hormone, conserved site
NP_000482.3	NP_000482.3; NP_001334548.1	253; 245	Pfam	PF01391, PF00386; PF01391, PF00386	Collagen triple helix repeat (20 copies), C1q domain; Collagen triple helix repeat (20 copies), C1q domain	1.8E-8, 1.1E-36; 8.8E-9, 3.4E-36	IPR008160, IPR001073; IPR008160, IPR001073	Collagen triple helix repeat, C1q domain; Collagen triple helix repeat, C1q domain
NP_000487.1	NP_000487.1; NP_004067.1; NP_001878.1	205; 211; 252	Pfam	PF00030; PF00030; PF00030	Beta/Gamma crystallin; Beta/Gamma crystallin; Beta/Gamma crystallin	1.5E-30; 2.9E-29; 3.2E-29	IPR001064; IPR001064; IPR001064	Beta/gamma crystallin; Beta/gamma crystallin; Beta/gamma crystallin
NP_000488.3	NP_000488.3; NP_000489.3	503; 503	Pfam	PF00067; PF00067	Cytochrome P450; Cytochrome P450	1.9E-104; 5.8E-107	IPR001128; IPR001128	Cytochrome P450; Cytochrome P450
NP_000490.1	NP_000490.1; NP_000752.2	512; 516	Pfam	PF00067; PF00067	Cytochrome P450; Cytochrome P450	4.0E-108; 6.2E-104	IPR001128; IPR001128	Cytochrome P450; Cytochrome P450
NP_000498.2	NP_000498.2; NP_003828.2	338; 339	Pfam	PF18913, PF00316; PF00316, PF18913	Fructose-1-6-bisphosphatase, C-terminal domain, Fructose-1-6-bisphosphatase, N-terminal domain; Fructose-1-6-bisphosphatase, N-terminal domain, Fructose-1-6-bisphosphatase, C-terminal domain	2.8E-52, 3.6E-84; 6.8E-75, 6.1E-53	IPR044015, IPR033391; IPR033391, IPR044015	Fructose-1-6-bisphosphatase class 1, C-terminal, Fructose-1-6-bisphosphatase class I, N-terminal; Fructose-1-6-bisphosphatase class I, N-terminal, Fructose-1-6-bisphosphatase class 1, C-terminal
NP_000504.1	NP_001316996.1; NP_001041646.1; NP_000504.1; NP_064445.2	364; 364; 364; 364	Pfam	PF00001; PF00001; PF00001; PF00001	7 transmembrane receptor (rhodopsin family); 7 transmembrane receptor (rhodopsin family); 7 transmembrane receptor (rhodopsin family); 7 transmembrane receptor (rhodopsin family)	1.5E-39; 1.5E-39; 1.5E-39; 1.2E-39	IPR000276; IPR000276; IPR000276; IPR000276	G protein-coupled receptor, rhodopsin-like; G protein-coupled receptor, rhodopsin-like; G protein-coupled receptor, rhodopsin-like; G protein-coupled receptor, rhodopsin-like
NP_000506.2	NP_000506.2; NP_066271.1; NP_001308.1; NP_072051.1; XP_011522646.1	217; 217; 217; 256; 261	Pfam	PF00103; PF00103; PF00103; PF00103; PF00103	Somatotropin hormone family; Somatotropin hormone family; Somatotropin hormone family; Somatotropin hormone family; Somatotropin hormone family	5.2E-62; 1.2E-62; 1.2E-62; 3.0E-36; 3.7E-28	IPR001400; IPR001400; IPR001400; IPR001400; IPR001400	Somatotropin/prolactin; Somatotropin/prolactin; Somatotropin/prolactin; Somatotropin/prolactin; Somatotropin/prolactin
NP_000508.1	NP_000549.1; NP_000508.1; NP_005322.1; NP_005323.1	142; 142; 142; 142	Pfam	PF00042; PF00042; PF00042; PF00042	Globin; Globin; Globin; Globin	1.0E-28; 1.0E-28; 7.5E-24; 5.5E-27	IPR000971; IPR000971; IPR000971; IPR000971	Globin; Globin; Globin; Globin
NP_000512.2	NP_000512.2; NP_001305754.1	556; 540	Pfam	PF14845, PF00728; PF14845, PF00728	beta-acetyl hexosaminidase like, Glycosyl hydrolase family 20, catalytic domain; beta-acetyl hexosaminidase like, Glycosyl hydrolase family 20, catalytic domain	1.3E-20, 8.4E-92; 5.6E-24, 6.4E-85	IPR029019, IPR015883; IPR029019, IPR015883	Beta-hexosaminidase, eukaryotic type, N-terminal, Glycoside hydrolase family 20, catalytic domain; Beta-hexosaminidase, eukaryotic type, N-terminal, Glycoside hydrolase family 20, catalytic domain
NP_000516.3	NP_000516.3; NP_004974.2	390; 393	Pfam	PF17655, PF01007; PF17655, PF01007	Inward rectifier potassium channel C-terminal domain, Inward rectifier potassium channel transmembrane domain; Inward rectifier potassium channel C-terminal domain, Inward rectifier potassium channel transmembrane domain	1.1E-66, 5.3E-57; 1.2E-71, 3.1E-56	IPR041647, IPR040445; IPR041647, IPR040445	Inward rectifier potassium channel, C-terminal, Potassium channel, inwardly rectifying, transmembrane domain; Inward rectifier potassium channel, C-terminal, Potassium channel, inwardly rectifying, transmembrane domain
NP_000531.2	NP_000531.2; XP_006711865.1	5038; 4985	Pfam	PF08454, PF00520, PF06459, PF02026, PF08709, PF00622, PF02815, PF01365; PF08454, PF00520, PF06459, PF02815, PF01365, PF02026, PF00622, PF08709	RyR and IP3R Homology associated, Ion transport protein, Ryanodine Receptor TM 4-6, RyR domain, Inositol 1,4,5-trisphosphate/ryanodine receptor, SPRY domain, MIR domain, RIH domain; RyR and IP3R Homology associated, Ion transport protein, Ryanodine Receptor TM 4-6, MIR domain, RIH domain, RyR domain, SPRY domain, Inositol 1,4,5-trisphosphate/ryanodine receptor	2.0E-32, 1.1E-13, 4.2E-76, 2.2E-34, 2.3E-62, 9.9E-20, 2.1E-51, 2.1E-66; 8.8E-34, 2.2E-13, 2.5E-96, 4.5E-54, 7.6E-70, 5.0E-34, 2.9E-23, 5.7E-63	IPR013662, IPR005821, IPR009460, IPR003032, IPR014821, IPR003877, IPR016093, IPR000699; IPR013662, IPR005821, IPR009460, IPR016093, IPR000699, IPR003032, IPR003877, IPR014821	RyR/IP3R Homology associated domain, Ion transport domain, Ryanodine Receptor TM 4-6, Ryanodine receptor Ryr, Inositol 1,4,5-trisphosphate/ryanodine receptor, SPRY domain, MIR motif, RIH domain; RyR/IP3R Homology associated domain, Ion transport domain, Ryanodine Receptor TM 4-6, MIR motif, RIH domain, Ryanodine receptor Ryr, SPRY domain, Inositol 1,4,5-trisphosphate/ryanodine receptor
NP_000532.2	NP_000532.2; XP_016873239.1; XP_011522160.1; XP_016885007.1	405; 473; 440; 403	Pfam	PF00339, PF02752; PF00339, PF02752; PF00339, PF02752; PF00339, PF02752	Arrestin (or S-antigen), N-terminal domain, Arrestin (or S-antigen), C-terminal domain; Arrestin (or S-antigen), N-terminal domain, Arrestin (or S-antigen), C-terminal domain; Arrestin (or S-antigen), N-terminal domain, Arrestin (or S-antigen), C-terminal domain; Arrestin (or S-antigen), N-terminal domain, Arrestin (or S-antigen), C-terminal domain	2.7E-32, 1.3E-24; 2.1E-39, 2.0E-29; 4.0E-35, 6.2E-30; 4.5E-23, 7.4E-18	IPR011021, IPR011022; IPR011021, IPR011022; IPR011021, IPR011022; IPR011021, IPR011022	Arrestin-like, N-terminal, Arrestin C-terminal-like domain; Arrestin-like, N-terminal, Arrestin C-terminal-like domain; Arrestin-like, N-terminal, Arrestin C-terminal-like domain; Arrestin-like, N-terminal, Arrestin C-terminal-like domain
NP_000569.3	NP_000569.3; NP_001366375.1	550; 597	Pfam	PF01566; PF01566	Natural resistance-associated macrophage protein; Natural resistance-associated macrophage protein	4.4E-117; 7.2E-120	IPR001046; IPR001046	NRAMP family; NRAMP family
NP_000572.2	NP_000572.2; NP_002074.2	203; 190	Pfam	PF00255; PF00255	Glutathione peroxidase; Glutathione peroxidase	2.4E-42; 9.9E-45	IPR000889; IPR000889	Glutathione peroxidase; Glutathione peroxidase
NP_000594.2	NP_000594.2; NP_000616.3	1203; 1153	Pfam	PF00258, PF00667, PF00175, PF02898; PF00258, PF02898, PF00175, PF00667	Flavodoxin, FAD binding domain, Oxidoreductase NAD-binding domain, Nitric oxide synthase, oxygenase domain; Flavodoxin, Nitric oxide synthase, oxygenase domain, Oxidoreductase NAD-binding domain, FAD binding domain	4.6E-52, 2.6E-82, 3.4E-18, 3.1E-180; 1.2E-41, 3.0E-183, 2.2E-22, 2.0E-83	IPR008254, IPR003097, IPR001433, IPR004030; IPR008254, IPR004030, IPR001433, IPR003097	Flavodoxin/nitric oxide synthase, Sulfite reductase [NADPH] flavoprotein alpha-component-like, FAD-binding, Oxidoreductase FAD/NAD(P)-binding, Nitric oxide synthase, N-terminal; Flavodoxin/nitric oxide synthase, Nitric oxide synthase, N-terminal, Oxidoreductase FAD/NAD(P)-binding, Sulfite reductase [NADPH] flavoprotein alpha-component-like, FAD-binding
