NP_000076.2	NP_000076.2; NP_004061.3	687; 687	Pfam	PF00571, PF00654; PF00654, PF00571	CBS domain, Voltage gated chloride channel; Voltage gated chloride channel, CBS domain	2.1E-5, 2.6E-73; 1.4E-74, 9.1E-5	IPR000644, IPR001807; IPR001807, IPR000644	CBS domain, Chloride channel, voltage gated; Chloride channel, voltage gated, CBS domain
NP_001118.3	NP_001118.3; XP_011522750.1	949; 983	Pfam	PF09066, PF01602, PF02883; PF01602, PF09066, PF02883	Beta2-adaptin appendage, C-terminal sub-domain, Adaptin N terminal region, Adaptin C-terminal domain; Adaptin N terminal region, Beta2-adaptin appendage, C-terminal sub-domain, Adaptin C-terminal domain	3.3E-33, 1.5E-164, 1.9E-10; 2.0E-162, 1.5E-36, 9.5E-11	IPR015151, IPR002553, IPR008152; IPR002553, IPR015151, IPR008152	Beta-adaptin appendage, C-terminal subdomain, Clathrin/coatomer adaptor, adaptin-like, N-terminal, Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain; Clathrin/coatomer adaptor, adaptin-like, N-terminal, Beta-adaptin appendage, C-terminal subdomain, Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain
NP_001142.2	NP_001142.2; NP_001143.2; NP_001627.2	298; 298; 298	Pfam	PF00153; PF00153; PF00153	Mitochondrial carrier protein; Mitochondrial carrier protein; Mitochondrial carrier protein	3.4E-25; 8.2E-25; 1.3E-25	IPR018108; IPR018108; IPR018108	Mitochondrial substrate/solute carrier; Mitochondrial substrate/solute carrier; Mitochondrial substrate/solute carrier
NP_001274.1	NP_001274.1; NP_001259000.1	158; 160	Pfam	PF01217; PF01217	Clathrin adaptor complex small chain; Clathrin adaptor complex small chain	1.0E-61; 2.8E-60	IPR022775; IPR022775	AP complex, mu/sigma subunit; AP complex, mu/sigma subunit
NP_001313.1	NP_001313.1; NP_001890.1; NP_001889.2	141; 141; 141	Pfam	PF00031; PF00031; PF00031	Cystatin domain; Cystatin domain; Cystatin domain	7.0E-30; 4.9E-28; 1.2E-29	IPR000010; IPR000010; IPR000010	Cystatin domain; Cystatin domain; Cystatin domain
NP_001318.1	NP_001318.1; NP_640343.1	180; 180	Pfam	PF09341; PF09341	Transcription factor Pcc1; Transcription factor Pcc1	9.1E-12; 9.1E-12	IPR015419; IPR015419	CTAG/Pcc1 family; CTAG/Pcc1 family
NP_001344.2	NP_001344.2; NP_001380321.1; NP_001240837.1; NP_001809.4	323; 323; 323; 323	Pfam	PF00248; PF00248; PF00248; PF00248	Aldo/keto reductase family; Aldo/keto reductase family; Aldo/keto reductase family; Aldo/keto reductase family	8.9E-58; 9.3E-59; 1.5E-55; 4.9E-55	IPR023210; IPR023210; IPR023210; IPR023210	NADP-dependent oxidoreductase domain; NADP-dependent oxidoreductase domain; NADP-dependent oxidoreductase domain; NADP-dependent oxidoreductase domain
NP_001347.3	NP_001347.3; NP_004651.2	662; 660	Pfam	PF00270, PF00271; PF00271, PF00270	DEAD/DEAH box helicase, Helicase conserved C-terminal domain; Helicase conserved C-terminal domain, DEAD/DEAH box helicase	8.0E-51, 2.2E-31; 1.5E-30, 1.0E-50	IPR011545, IPR001650; IPR001650, IPR011545	DEAD/DEAH box helicase domain, Helicase, C-terminal; Helicase, C-terminal, DEAD/DEAH box helicase domain
NP_001393.1	NP_001393.1; NP_001949.1	462; 463	Pfam	PF00009, PF03143, PF03144; PF00009, PF03143, PF03144	Elongation factor Tu GTP binding domain, Elongation factor Tu C-terminal domain, Elongation factor Tu domain 2; Elongation factor Tu GTP binding domain, Elongation factor Tu C-terminal domain, Elongation factor Tu domain 2	4.6E-54, 2.3E-31, 5.2E-15; 8.1E-55, 1.5E-31, 1.4E-14	IPR000795, IPR004160, IPR004161; IPR000795, IPR004160, IPR004161	Translational (tr)-type GTP-binding domain, Translation elongation factor EFTu/EF1A, C-terminal, Translation elongation factor EFTu-like, domain 2; Translational (tr)-type GTP-binding domain, Translation elongation factor EFTu/EF1A, C-terminal, Translation elongation factor EFTu-like, domain 2
NP_001403.1	NP_001403.1; NP_004672.2	144; 144	Pfam	PF01176; PF01176	Translation initiation factor 1A / IF-1; Translation initiation factor 1A / IF-1	7.6E-22; 2.0E-21	IPR006196; IPR006196	RNA-binding domain, S1, IF1 type; RNA-binding domain, S1, IF1 type
NP_001406.1	NP_001406.1; NP_001344663.1	472; 472	Pfam	PF00009, PF09173, PF03144; PF03144, PF09173, PF00009	Elongation factor Tu GTP binding domain, Initiation factor eIF2 gamma, C terminal, Elongation factor Tu domain 2; Elongation factor Tu domain 2, Initiation factor eIF2 gamma, C terminal, Elongation factor Tu GTP binding domain	1.2E-21, 2.7E-34, 1.6E-12; 9.1E-11, 2.7E-34, 1.3E-21	IPR000795, IPR015256, IPR004161; IPR004161, IPR015256, IPR000795	Translational (tr)-type GTP-binding domain, Initiation factor eIF2 gamma, C-terminal, Translation elongation factor EFTu-like, domain 2; Translation elongation factor EFTu-like, domain 2, Initiation factor eIF2 gamma, C-terminal, Translational (tr)-type GTP-binding domain
NP_001407.1	NP_001407.1; NP_001958.2	406; 407	Pfam	PF00270, PF00271; PF00271, PF00270	DEAD/DEAH box helicase, Helicase conserved C-terminal domain; Helicase conserved C-terminal domain, DEAD/DEAH box helicase	3.7E-44, 8.2E-31; 8.5E-31, 8.3E-44	IPR011545, IPR001650; IPR001650, IPR011545	DEAD/DEAH box helicase domain, Helicase, C-terminal; Helicase, C-terminal, DEAD/DEAH box helicase domain
NP_001419.1	NP_001419.1; NP_001966.1; NP_001361453.1	434; 434; 443	Pfam	PF03952, PF00113; PF00113, PF03952; PF03952, PF00113	Enolase, N-terminal domain, Enolase, C-terminal TIM barrel domain; Enolase, C-terminal TIM barrel domain, Enolase, N-terminal domain; Enolase, N-terminal domain, Enolase, C-terminal TIM barrel domain	1.1E-59, 1.7E-149; 3.7E-150, 5.8E-59; 3.2E-58, 1.5E-148	IPR020811, IPR020810; IPR020810, IPR020811; IPR020811, IPR020810	Enolase, N-terminal, Enolase, C-terminal TIM barrel domain; Enolase, C-terminal TIM barrel domain, Enolase, N-terminal; Enolase, N-terminal, Enolase, C-terminal TIM barrel domain
NP_001427.2	NP_001427.2; NP_001342203.1	321; 334	Pfam	PF01269; PF01269	Fibrillarin; Fibrillarin	7.4E-109; 1.7E-106	IPR000692; IPR000692	Fibrillarin; Fibrillarin
NP_001484.1	NP_001484.1; NP_001485.2	447; 445	Pfam	PF00996; PF00996	GDP dissociation inhibitor; GDP dissociation inhibitor	3.8E-242; 1.6E-237	IPR018203; IPR018203	GDP dissociation inhibitor; GDP dissociation inhibitor
NP_001502.1	NP_001502.1; NP_002080.1; NP_002081.2	107; 107; 107	Pfam	PF00048; PF00048; PF00048	Small cytokines (intecrine/chemokine), interleukin-8 like; Small cytokines (intecrine/chemokine), interleukin-8 like; Small cytokines (intecrine/chemokine), interleukin-8 like	3.2E-15; 1.2E-15; 1.4E-14	IPR001811; IPR001811; IPR001811	Chemokine interleukin-8-like domain; Chemokine interleukin-8-like domain; Chemokine interleukin-8-like domain
NP_001518.3	NP_001518.3; NP_004955.2	488; 482	Pfam	PF00850; PF00850	Histone deacetylase domain; Histone deacetylase domain	4.6E-87; 5.1E-87	IPR023801; IPR023801	Histone deacetylase domain; Histone deacetylase domain
NP_001527.3	NP_001527.3; NP_062828.3	371; 394	Pfam	PF13649; PF06325	Methyltransferase domain; Ribosomal protein L11 methyltransferase (PrmA)	3.2E-8; 3.9E-9	IPR041698; -	Methyltransferase domain 25; -
NP_001610.2	NP_001610.2; NP_005151.2	689; 688	Pfam	PF00169, PF00615, PF00069; PF00615, PF00169, PF00069	PH domain, Regulator of G protein signaling domain, Protein kinase domain; Regulator of G protein signaling domain, PH domain, Protein kinase domain	3.6E-11, 4.7E-19, 5.2E-70; 7.9E-21, 5.0E-10, 4.3E-71	IPR001849, IPR016137, IPR000719; IPR016137, IPR001849, IPR000719	Pleckstrin homology domain, RGS domain, Protein kinase domain; RGS domain, Pleckstrin homology domain, Protein kinase domain
NP_001622.2	NP_001622.2; NP_112603.2; NP_001623.3	528; 532; 535	Pfam	PF00245; PF00245; PF00245	Alkaline phosphatase; Alkaline phosphatase; Alkaline phosphatase	1.3E-187; 4.1E-189; 1.8E-190	IPR001952; IPR001952; IPR001952	Alkaline phosphatase; Alkaline phosphatase; Alkaline phosphatase
NP_001651.1	NP_001651.1; NP_001653.1; XP_016856722.1; XP_024304740.1	180; 180; 212; 181	Pfam	PF00025; PF00025; PF00025; PF00025	ADP-ribosylation factor family; ADP-ribosylation factor family; ADP-ribosylation factor family; ADP-ribosylation factor family	2.6E-75; 2.2E-76; 3.8E-59; 7.3E-79	IPR006689; IPR006689; IPR006689; IPR006689	Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type
NP_001655.1	NP_001655.1; NP_001036143.1; NP_004031.1	193; 193; 196	Pfam	PF00071; PF00071; PF00071	Ras family; Ras family; Ras family	1.5E-58; 7.9E-58; 3.9E-57	IPR001806; IPR001806; IPR001806	Small GTPase; Small GTPase; Small GTPase
NP_001684.2	NP_001684.2; XP_011531209.1	511; 553	Pfam	PF02874, PF00006; PF02874, PF00006	ATP synthase alpha/beta family, beta-barrel domain, ATP synthase alpha/beta family, nucleotide-binding domain; ATP synthase alpha/beta family, beta-barrel domain, ATP synthase alpha/beta family, nucleotide-binding domain	8.1E-13, 4.1E-64; 1.1E-7, 5.3E-62	IPR004100, IPR000194; IPR004100, IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain, ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain; ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain, ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain
NP_001753.1	NP_001753.1; NP_006575.2	531; 530	Pfam	PF00118; PF00118	TCP-1/cpn60 chaperonin family; TCP-1/cpn60 chaperonin family	7.0E-169; 2.3E-163	IPR002423; IPR002423	Chaperonin Cpn60/TCP-1 family; Chaperonin Cpn60/TCP-1 family
NP_001817.1	NP_001817.1; NP_001818.1	79; 79	Pfam	PF01111; PF01111	Cyclin-dependent kinase regulatory subunit; Cyclin-dependent kinase regulatory subunit	7.6E-38; 2.4E-37	IPR000789; IPR000789	Cyclin-dependent kinase, regulatory subunit; Cyclin-dependent kinase, regulatory subunit
NP_001887.1	NP_001887.1; NP_001349700.1; NP_001243615.1	350; 391; 391	Pfam	PF00069; PF00069; PF00069	Protein kinase domain; Protein kinase domain; Protein kinase domain	3.7E-71; 2.0E-72; 2.9E-70	IPR000719; IPR000719; IPR000719	Protein kinase domain; Protein kinase domain; Protein kinase domain
NP_001897.4	NP_001897.4; NP_001020371.3	263; 263	Pfam	PF00089; PF00089	Trypsin; Trypsin	4.9E-73; 1.2E-72	IPR001254; IPR001254	Serine proteases, trypsin domain; Serine proteases, trypsin domain
NP_002025.2	NP_002025.2; NP_001091108.3; NP_001035791.1	374; 361; 359	Pfam	PF00852, PF17039; PF00852, PF17039; PF00852, PF17039	Glycosyltransferase family 10 (fucosyltransferase) C-term, Fucosyltransferase, N-terminal; Glycosyltransferase family 10 (fucosyltransferase) C-term, Fucosyltransferase, N-terminal; Glycosyltransferase family 10 (fucosyltransferase) C-term, Fucosyltransferase, N-terminal	1.1E-68, 6.8E-35; 7.5E-69, 4.8E-35; 1.4E-66, 8.5E-37	IPR001503, IPR031481; IPR001503, IPR031481; IPR001503, IPR031481	Glycosyl transferase family 10, Fucosyltransferase, N-terminal; Glycosyl transferase family 10, Fucosyltransferase, N-terminal; Glycosyl transferase family 10, Fucosyltransferase, N-terminal
NP_002044.2	NP_002044.2; NP_060754.2	592; 595	Pfam	PF02841, PF02263; PF02841, PF02263	Guanylate-binding protein, C-terminal domain, Guanylate-binding protein, N-terminal domain; Guanylate-binding protein, C-terminal domain, Guanylate-binding protein, N-terminal domain	2.6E-127, 1.8E-124; 2.2E-121, 9.5E-125	IPR003191, IPR015894; IPR003191, IPR015894	Guanylate-binding protein/Atlastin, C-terminal, Guanylate-binding protein, N-terminal; Guanylate-binding protein/Atlastin, C-terminal, Guanylate-binding protein, N-terminal
NP_002058.2	NP_002058.2; NP_002063.2; NP_004288.1	359; 359; 355	Pfam	PF00503; PF00503; PF00503	G-protein alpha subunit; G-protein alpha subunit; G-protein alpha subunit	1.0E-115; 5.8E-119; 6.2E-115	IPR001019; IPR001019; IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit; Guanine nucleotide binding protein (G-protein), alpha subunit; Guanine nucleotide binding protein (G-protein), alpha subunit
NP_002060.4	NP_002060.4; NP_006487.1; NP_002061.1	354; 354; 355	Pfam	PF00503; PF00503; PF00503	G-protein alpha subunit; G-protein alpha subunit; G-protein alpha subunit	6.4E-126; 2.1E-123; 4.0E-126	IPR001019; IPR001019; IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit; Guanine nucleotide binding protein (G-protein), alpha subunit; Guanine nucleotide binding protein (G-protein), alpha subunit
NP_002085.3	NP_002085.3; NP_060564.2	637; 628	Pfam	PF03144, PF00009, PF07145, PF03143; PF07145, PF03143, PF00009	Elongation factor Tu domain 2, Elongation factor Tu GTP binding domain, Ataxin-2 C-terminal region, Elongation factor Tu C-terminal domain; Ataxin-2 C-terminal region, Elongation factor Tu C-terminal domain, Elongation factor Tu GTP binding domain	1.3E-7, 1.2E-45, 3.0E-5, 1.2E-24; 3.0E-5, 1.3E-23, 6.1E-45	IPR004161, IPR000795, IPR009818, IPR004160; IPR009818, IPR004160, IPR000795	Translation elongation factor EFTu-like, domain 2, Translational (tr)-type GTP-binding domain, Ataxin-2, C-terminal, Translation elongation factor EFTu/EF1A, C-terminal; Ataxin-2, C-terminal, Translation elongation factor EFTu/EF1A, C-terminal, Translational (tr)-type GTP-binding domain
NP_002096.1	NP_002096.1; NP_778235.1; NP_003508.1; NP_734466.1; NP_808760.1; NP_001035807.1; NP_003507.1; NP_003503.1; NP_066544.1; NP_542163.1; NP_003505.1; NP_003502.1; NP_003501.1; NP_003500.1; NP_066408.1; NP_254280.1; NP_066409.1; NP_066390.1; NP_003504.2	143; 130; 129; 131; 129; 130; 130; 130; 128; 128; 130; 130; 130; 130; 130; 130; 130; 130; 130	Pfam	PF00125, PF16211; PF00125, PF16211; PF16211, PF00125; PF16211, PF00125; PF16211, PF00125; PF00125, PF16211; PF00125, PF16211; PF16211, PF00125; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF00125, PF16211; PF16211, PF00125; PF00125, PF16211; PF00125, PF16211	Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; C-terminus of histone H2A, Core histone H2A/H2B/H3/H4; C-terminus of histone H2A, Core histone H2A/H2B/H3/H4; C-terminus of histone H2A, Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; C-terminus of histone H2A, Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; C-terminus of histone H2A, Core histone H2A/H2B/H3/H4; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A	7.2E-17, 2.6E-20; 3.8E-17, 2.2E-20; 6.7E-20, 2.3E-17; 2.0E-20, 1.8E-17; 9.4E-20, 9.7E-17; 2.3E-17, 7.5E-20; 2.3E-17, 7.5E-20; 3.4E-20, 3.5E-17; 6.9E-17, 7.3E-20; 6.9E-17, 7.3E-20; 7.3E-17, 7.5E-20; 7.3E-17, 7.5E-20; 7.3E-17, 7.5E-20; 7.3E-17, 7.5E-20; 7.3E-17, 7.5E-20; 1.8E-17, 3.4E-20; 7.5E-20, 3.8E-17; 3.8E-17, 3.4E-20; 3.8E-17, 3.4E-20	IPR007125, IPR032454; IPR007125, IPR032454; IPR032454, IPR007125; IPR032454, IPR007125; IPR032454, IPR007125; IPR007125, IPR032454; IPR007125, IPR032454; IPR032454, IPR007125; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR007125, IPR032454; IPR032454, IPR007125; IPR007125, IPR032454; IPR007125, IPR032454	Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A, C-terminal domain, Histone H2A/H2B/H3; Histone H2A, C-terminal domain, Histone H2A/H2B/H3; Histone H2A, C-terminal domain, Histone H2A/H2B/H3; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A, C-terminal domain, Histone H2A/H2B/H3; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A, C-terminal domain, Histone H2A/H2B/H3; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain
NP_002097.1	NP_002097.1; NP_036544.1	128; 128	Pfam	PF00125, PF16211; PF00125, PF16211	Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A	1.5E-19, 5.3E-13; 4.7E-19, 3.5E-13	IPR007125, IPR032454; IPR007125, IPR032454	Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain
NP_002108.4	NP_002108.4; XP_041536702.1; NP_005505.2; NP_001350496.1	366; 391; 362; 343	Pfam	PF06623, PF00129, PF07654; PF06623, PF00129, PF07654; PF06623, PF07654, PF00129; PF00129, PF07654	MHC_I C-terminus, Class I Histocompatibility antigen, domains alpha 1 and 2, Immunoglobulin C1-set domain; MHC_I C-terminus, Class I Histocompatibility antigen, domains alpha 1 and 2, Immunoglobulin C1-set domain; MHC_I C-terminus, Immunoglobulin C1-set domain, Class I Histocompatibility antigen, domains alpha 1 and 2; Class I Histocompatibility antigen, domains alpha 1 and 2, Immunoglobulin C1-set domain	9.8E-13, 9.7E-94, 5.7E-14; 1.3E-15, 6.2E-92, 2.7E-14; 2.6E-14, 1.9E-14, 2.0E-96; 1.4E-94, 1.3E-13	IPR010579, IPR011161, IPR003597; IPR010579, IPR011161, IPR003597; IPR010579, IPR003597, IPR011161; IPR011161, IPR003597	MHC class I, alpha chain, C-terminal, MHC class I-like antigen recognition-like, Immunoglobulin C1-set; MHC class I, alpha chain, C-terminal, MHC class I-like antigen recognition-like, Immunoglobulin C1-set; MHC class I, alpha chain, C-terminal, Immunoglobulin C1-set, MHC class I-like antigen recognition-like; MHC class I-like antigen recognition-like, Immunoglobulin C1-set
NP_002113.2	NP_002113.2; NP_064440.1	255; 255	Pfam	PF00993, PF07654; PF00993, PF07654	Class II histocompatibility antigen, alpha domain, Immunoglobulin C1-set domain; Class II histocompatibility antigen, alpha domain, Immunoglobulin C1-set domain	2.9E-35, 7.0E-26; 2.7E-36, 6.5E-25	IPR001003, IPR003597; IPR001003, IPR003597	MHC class II, alpha chain, N-terminal, Immunoglobulin C1-set; MHC class II, alpha chain, N-terminal, Immunoglobulin C1-set
NP_002120.1	NP_002120.1; XP_024305109.1	209; 215	Pfam	PF09011, PF00505; PF09011, PF00505	HMG-box domain, HMG (high mobility group) box; HMG-box domain, HMG (high mobility group) box	2.6E-28, 1.5E-26; 3.4E-27, 2.9E-27	IPR009071, IPR009071; IPR009071, IPR009071	High mobility group box domain, High mobility group box domain; High mobility group box domain, High mobility group box domain
NP_002130.2	NP_002130.2; NP_062556.2	391; 390	Pfam	PF08081, PF00076; PF08081, PF00076	RBM1CTR (NUC064) family, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RBM1CTR (NUC064) family, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	4.5E-23, 4.9E-23; 6.9E-23, 6.1E-23	IPR012604, IPR000504; IPR012604, IPR000504	RBM1CTR, RNA recognition motif domain; RBM1CTR, RNA recognition motif domain
NP_002146.2	NP_002146.2; NP_005337.2; NP_005336.3; NP_006588.1; NP_005518.3; NP_068814.2	643; 641; 641; 646; 641; 639	Pfam	PF00012; PF00012; PF00012; PF00012; PF00012; PF00012	Hsp70 protein; Hsp70 protein; Hsp70 protein; Hsp70 protein; Hsp70 protein; Hsp70 protein	5.4E-261; 1.3E-262; 1.3E-262; 3.9E-264; 5.6E-260; 2.0E-261	IPR013126; IPR013126; IPR013126; IPR013126; IPR013126; IPR013126	Heat shock protein 70 family; Heat shock protein 70 family; Heat shock protein 70 family; Heat shock protein 70 family; Heat shock protein 70 family; Heat shock protein 70 family
NP_002246.5	NP_002246.5; NP_001355182.1	377; 377	Pfam	PF00047; PF00047	Immunoglobulin domain; Immunoglobulin domain	5.4E-14; 2.0E-13	IPR013151; IPR013151	Immunoglobulin; Immunoglobulin
NP_002251.2	NP_002251.2; NP_031359.2	231; 257	Pfam	PF00059; PF00059	Lectin C-type domain; Lectin C-type domain	2.2E-10; 3.8E-8	IPR001304; IPR001304	C-type lectin-like; C-type lectin-like
NP_002258.2	NP_002258.2; NP_002259.1	521; 521	Pfam	PF00514, PF16186, PF01749; PF00514, PF16186, PF01749	Armadillo/beta-catenin-like repeat, Atypical Arm repeat, Importin beta binding domain; Armadillo/beta-catenin-like repeat, Atypical Arm repeat, Importin beta binding domain	1.4E-12, 5.4E-22, 5.2E-22; 3.1E-13, 1.6E-22, 1.7E-21	IPR000225, IPR032413, IPR002652; IPR000225, IPR032413, IPR002652	Armadillo, Atypical Arm repeat, Importin-alpha, importin-beta-binding domain; Armadillo, Atypical Arm repeat, Importin-alpha, importin-beta-binding domain
