NP_000076.2	NP_000076.2; NP_004061.3	687; 687	Pfam	PF00571, PF00654; PF00654, PF00571	CBS domain, Voltage gated chloride channel; Voltage gated chloride channel, CBS domain	2.1E-5, 2.6E-73; 1.4E-74, 9.1E-5	IPR000644, IPR001807; IPR001807, IPR000644	CBS domain, Chloride channel, voltage gated; Chloride channel, voltage gated, CBS domain
NP_001004748.1	NP_001004748.1; NP_001005329.1	313; 313	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	1.7E-110; 1.1E-114	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001005171.2	NP_001005171.2; NP_001005172.2	314; 314	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	4.5E-112; 2.3E-111	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001005201.1	NP_001005201.1; NP_001372993.1	312; 312	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	1.3E-51; 7.9E-53	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001005204.1	NP_001005204.1; NP_001013374.2; NP_001013375.1	309; 319; 309	Pfam	PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor	3.5E-57; 1.5E-56; 1.2E-55	IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_001005213.1	NP_001005213.1; NP_001013376.2	305; 305	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	5.4E-42; 4.8E-45	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001005221.2	XP_016857897.1; NP_001005221.2; NP_001005224.1; NP_001005504.1	312; 312; 312; 312	Pfam	PF13853; PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor; Olfactory receptor	1.6E-43; 1.6E-43; 1.6E-43; 1.9E-43	IPR000725; IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_001005239.2	NP_001005239.2; NP_001184216.2	315; 315	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	1.3E-49; 3.0E-52	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001005241.2	NP_001005241.2; NP_001352318.2; NP_001382400.1	316; 316; 316	Pfam	PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor	5.3E-44; 9.2E-44; 1.4E-42	IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_001005338.1	NP_001005338.1; NP_001005515.1	313; 313	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	2.7E-48; 2.6E-48	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001005356.1	NP_001005356.1; NP_001138914.1	508; 508	Pfam	PF12796; PF12796	Ankyrin repeats (3 copies); Ankyrin repeats (3 copies)	6.4E-14; 5.1E-14	IPR020683; IPR020683	Ankyrin repeat-containing domain; Ankyrin repeat-containing domain
NP_001009611.2	NP_001009611.2; NP_001091846.1; NP_001297063.1; NP_001293001.1; NP_001139816.2; NP_001010890.2; NP_001013425.2; NP_001010889.1; NP_001287820.1	478; 478; 478; 478; 478; 478; 476; 476; 478	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
NP_001010942.1	NP_001010942.1; NP_001357145.1	184; 184	Pfam	PF00071; PF00071	Ras family; Ras family	2.7E-57; 2.6E-56	IPR001806; IPR001806	Small GTPase; Small GTPase
NP_001011880.2	NP_001011880.2; XP_024306007.1	455; 446	Pfam	PF00059, PF00188; PF00188, PF00059	Lectin C-type domain, Cysteine-rich secretory protein family; Cysteine-rich secretory protein family, Lectin C-type domain	1.4E-16, 5.0E-18; 5.2E-18, 1.4E-17	IPR001304, IPR014044; IPR014044, IPR001304	C-type lectin-like, CAP domain; CAP domain, C-type lectin-like
NP_001012276.2	NP_001012276.2; NP_001012277.2	474; 474	Pfam	; 	; 	; 	; 	; 
NP_001012995.1	NP_001012995.1; NP_001035971.1	200; 200	Pfam	PF00076; PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	3.6E-20; 3.6E-20	IPR000504; IPR000504	RNA recognition motif domain; RNA recognition motif domain
NP_001013653.1	NP_001013653.1; NP_001130033.3; NP_001369287.1; NP_001289480.1	293; 293; 293; 293	Pfam	PF00076; PF00076; PF00076; PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	5.1E-12; 8.2E-12; 5.1E-12; 5.1E-12	IPR000504; IPR000504; IPR000504; IPR000504	RNA recognition motif domain; RNA recognition motif domain; RNA recognition motif domain; RNA recognition motif domain
NP_001013672.1	NP_001013672.1; NP_001128131.1	265; 266	Pfam	PF10630; PF10630	Protein of unknown function (DUF2476); Protein of unknown function (DUF2476)	2.4E-113; 7.2E-112	IPR018903; IPR018903	Proline-rich protein 23; Proline-rich protein 23
NP_001018861.3	NP_001018861.3; NP_001373824.1	603; 603	Pfam	PF15070, PF19046; PF15070, PF19046	Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif	2.9E-27, 8.6E-25; 2.9E-27, 1.4E-25	IPR043976, IPR043937; IPR043976, IPR043937	Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif
NP_001032590.2	NP_001032590.2; NP_001382834.1	942; 943	Pfam	PF06758; PF06758	Olduvai domain; Olduvai domain	1.6E-25; 3.4E-28	IPR010630; IPR010630	Olduvai domain; Olduvai domain
NP_001032757.2	NP_001032757.2; NP_001035795.1	70; 70	Pfam	PF13841; PF13841	Beta defensin; Beta defensin	6.8E-7; 6.8E-7	IPR025933; IPR025933	Beta-defensin; Beta-defensin
NP_001032893.1	NP_001182186.1; NP_001032893.1	79; 79	Pfam	PF00711; PF00711	Beta defensin; Beta defensin	4.7E-5; 4.7E-5	IPR001855; IPR001855	Beta defensin type; Beta defensin type
NP_001034450.3	NP_001034450.3; NP_001278310.1	474; 474	Pfam	; 	; 	; 	; 	; 
NP_001034704.2	NP_001034704.2; NP_001180559.1; NP_001157929.1	300; 300; 300	Pfam	PF00096, PF01352; PF00096, PF01352; PF01352, PF00096	Zinc finger, C2H2 type, KRAB box; Zinc finger, C2H2 type, KRAB box; KRAB box, Zinc finger, C2H2 type	4.1E-6, 8.3E-23; 4.1E-6, 8.3E-23; 1.7E-22, 0.0023	IPR013087, IPR001909; IPR013087, IPR001909; IPR001909, IPR013087	Zinc finger C2H2-type, Krueppel-associated box; Zinc finger C2H2-type, Krueppel-associated box; Krueppel-associated box, Zinc finger C2H2-type
NP_001035538.2	NP_001035538.2; NP_001229782.1	70; 70	Pfam	PF13841; PF13841	Beta defensin; Beta defensin	1.9E-7; 1.9E-7	IPR025933; IPR025933	Beta-defensin; Beta-defensin
NP_001035955.1	NP_001035955.1; NP_001092198.1; NP_001351496.1	395; 395; 395	Pfam	PF04056, PF07975; PF04056, PF07975; PF04056, PF07975	Ssl1-like, TFIIH C1-like domain; Ssl1-like, TFIIH C1-like domain; Ssl1-like, TFIIH C1-like domain	2.6E-94, 3.3E-10; 2.6E-94, 3.3E-10; 1.6E-94, 3.3E-10	IPR007198, IPR004595; IPR007198, IPR004595; IPR007198, IPR004595	Ssl1-like, TFIIH C1-like domain; Ssl1-like, TFIIH C1-like domain; Ssl1-like, TFIIH C1-like domain
NP_001071133.2	NP_001071133.2; NP_001263272.2; NP_001137472.1	686; 686; 686	Pfam	PF12796, PF01412; PF12796, PF01412; PF12796, PF01412	Ankyrin repeats (3 copies), Putative GTPase activating protein for Arf; Ankyrin repeats (3 copies), Putative GTPase activating protein for Arf; Ankyrin repeats (3 copies), Putative GTPase activating protein for Arf	2.1E-9, 3.2E-37; 1.7E-9, 8.0E-38; 1.9E-9, 1.5E-34	IPR020683, IPR001164; IPR020683, IPR001164; IPR020683, IPR001164	Ankyrin repeat-containing domain, Arf GTPase activating protein; Ankyrin repeat-containing domain, Arf GTPase activating protein; Ankyrin repeat-containing domain, Arf GTPase activating protein
NP_001071639.1	NP_001071639.1; NP_001071640.1; NP_001071641.1	113; 113; 113	Pfam	PF16297; PF16297; PF16297	Domain of unknown function (DUF4939); Domain of unknown function (DUF4939); Domain of unknown function (DUF4939)	6.0E-60; 5.1E-59; 7.2E-59	IPR032549; IPR032549; IPR032549	Domain of unknown function DUF4939; Domain of unknown function DUF4939; Domain of unknown function DUF4939
NP_001074259.1	XP_024308149.1; NP_001074259.1	315; 315	Pfam	PF12440; PF12440	Melanoma associated antigen family N terminal; Melanoma associated antigen family N terminal	9.7E-20; 9.7E-20	IPR021072; IPR021072	Melanoma associated antigen, N-terminal; Melanoma associated antigen, N-terminal
NP_001074467.1	NP_001074467.1; NP_001273749.1; NP_001118231.1	278; 279; 282	Pfam	PF15315; PF15315; PF15315	Facioscapulohumeral muscular dystrophy candidate 2; Facioscapulohumeral muscular dystrophy candidate 2; Facioscapulohumeral muscular dystrophy candidate 2	1.6E-84; 2.2E-85; 7.9E-83	IPR026245; IPR026245; IPR026245	Protein FRG2; Protein FRG2; Protein FRG2
NP_001077008.1	NP_001355183.1; NP_001077008.1	382; 382	Pfam	PF00047; PF00047	Immunoglobulin domain; Immunoglobulin domain	2.3E-12; 2.3E-12	IPR013151; IPR013151	Immunoglobulin; Immunoglobulin
NP_001087239.2	NP_001087239.2; XP_005270185.1	263; 265	Pfam	PF00059; PF00059	Lectin C-type domain; Lectin C-type domain	6.7E-24; 6.8E-24	IPR001304; IPR001304	C-type lectin-like; C-type lectin-like
NP_001091081.1	NP_001337109.1; NP_001091081.1	455; 455	Pfam	PF12430, PF12537; PF12430, PF12537	Abscisic acid G-protein coupled receptor, The Golgi pH Regulator (GPHR) Family N-terminal; Abscisic acid G-protein coupled receptor, The Golgi pH Regulator (GPHR) Family N-terminal	3.3E-41, 1.7E-27; 3.3E-41, 1.7E-27	IPR025969, IPR022535; IPR025969, IPR022535	Abscisic acid G-protein coupled receptor-like domain, Golgi pH regulator, conserved domain; Abscisic acid G-protein coupled receptor-like domain, Golgi pH regulator, conserved domain
NP_001091875.1	NP_001091879.1; NP_001091875.1; NP_001120817.2; NP_001091888.1; NP_001120671.1; NP_001091878.1; NP_001091880.1; NP_001091882.2; NP_001091876.2; NP_001120684.1; XP_011542198.1; NP_001091883.3	117; 117; 117; 117; 117; 117; 117; 117; 117; 116; 119; 116	Pfam	PF05831; PF05831; PF05831; PF05831; PF05831; PF05831; PF05831; PF05831; PF05831; PF05831; PF05831; PF05831	GAGE protein; GAGE protein; GAGE protein; GAGE protein; GAGE protein; GAGE protein; GAGE protein; GAGE protein; GAGE protein; GAGE protein; GAGE protein; GAGE protein	6.0E-34; 6.0E-34; 6.0E-34; 1.5E-33; 1.5E-33; 1.5E-33; 3.7E-33; 8.0E-35; 2.1E-33; 1.7E-36; 2.5E-34; 3.2E-41	IPR031320; IPR031320; IPR031320; IPR031320; IPR031320; IPR031320; IPR031320; IPR031320; IPR031320; IPR031320; IPR031320; IPR031320	GAGE; GAGE; GAGE; GAGE; GAGE; GAGE; GAGE; GAGE; GAGE; GAGE; GAGE; GAGE
NP_001092808.1	NP_001092808.1; NP_001265424.1; NP_001342192.1	878; 878; 878	Pfam	PF12881; PF12881; PF12881	NUT protein; NUT protein; NUT protein	0.0; 0.0; 0.0	IPR024309; IPR024309; IPR024309	Nuclear Testis  protein, N-terminal; Nuclear Testis  protein, N-terminal; Nuclear Testis  protein, N-terminal
NP_001093131.1	NP_001093131.1; NP_001186071.1	914; 913	Pfam	PF01399, PF05470; PF05470, PF01399	PCI domain, Eukaryotic translation initiation factor 3 subunit 8 N-terminus; Eukaryotic translation initiation factor 3 subunit 8 N-terminus, PCI domain	1.3E-16, 3.8E-271; 9.4E-272, 1.3E-16	IPR000717, IPR008905; IPR008905, IPR000717	Proteasome component (PCI) domain, Eukaryotic translation initiation factor 3 subunit C, N-terminal domain; Eukaryotic translation initiation factor 3 subunit C, N-terminal domain, Proteasome component (PCI) domain
NP_001093260.3	NP_001093260.3; NP_001094101.2; NP_001093320.2	479; 479; 479	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001094380.1	NP_001094380.1; NP_001372173.1; NP_001332871.1; NP_001332996.1	149; 149; 149; 149	Pfam	PF14976; PF14976; PF14976; PF14976	FAM72 protein; FAM72 protein; FAM72 protein; FAM72 protein	7.3E-78; 1.0E-53; 1.3E-50; 3.1E-49	IPR026768; IPR026768; IPR026768; IPR026768	Protein FAM72; Protein FAM72; Protein FAM72; Protein FAM72
NP_001098992.1	NP_001098992.1; NP_001371840.1	452; 452	Pfam	PF15227, PF00622, PF00643; PF15227, PF00622, PF00643	zinc finger of C3HC4-type, RING, SPRY domain, B-box zinc finger; zinc finger of C3HC4-type, RING, SPRY domain, B-box zinc finger	4.1E-10, 1.3E-7, 2.4E-5; 4.1E-10, 1.3E-7, 2.4E-5	-, IPR003877, IPR000315; -, IPR003877, IPR000315	-, SPRY domain, B-box-type zinc finger; -, SPRY domain, B-box-type zinc finger
NP_001104789.1	NP_001104789.1; NP_001172078.1	220; 220	Pfam	PF00822; PF00822	PMP-22/EMP/MP20/Claudin family; PMP-22/EMP/MP20/Claudin family	1.1E-23; 5.1E-24	IPR004031; IPR004031	PMP-22/EMP/MP20/Claudin superfamily; PMP-22/EMP/MP20/Claudin superfamily
NP_001107875.1	NP_001107875.1; NP_001350435.1	263; 263	Pfam	; 	; 	; 	; 	; 
NP_001116540.1	NP_001116540.1; NP_001129261.2; NP_001355057.1; NP_001137504.2; NP_001157734.2; NP_001157733.1; NP_001137355.1	164; 164; 164; 164; 164; 164; 164	Pfam	PF00160; PF00160; PF00160; PF00160; PF00160; PF00160; PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	4.7E-41; 7.6E-43; 5.5E-40; 4.7E-42; 4.7E-42; 3.7E-41; 5.1E-40	IPR002130; IPR002130; IPR002130; IPR002130; IPR002130; IPR002130; IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
NP_001129958.1	NP_001129958.1; NP_001157869.1; NP_001193560.1	449; 449; 450	Pfam	PF00622, PF00097; PF00097, PF00622; PF00622	SPRY domain, Zinc finger, C3HC4 type (RING finger); Zinc finger, C3HC4 type (RING finger), SPRY domain; SPRY domain	7.6E-10, 6.7E-5; 6.7E-5, 1.5E-10; 7.3E-12	IPR003877, IPR018957; IPR018957, IPR003877; IPR003877	SPRY domain, Zinc finger, C3HC4 RING-type; Zinc finger, C3HC4 RING-type, SPRY domain; SPRY domain
NP_001131020.1	NP_001139629.1; NP_001131021.1; NP_001131020.1	89; 89; 89	Pfam	PF15825; PF15825; PF15825	FAM25 family; FAM25 family; FAM25 family	1.5E-34; 1.5E-34; 1.5E-34	IPR023243; IPR023243; IPR023243	FAM25; FAM25; FAM25
NP_001131026.1	NP_001131026.1; NP_001384425.1	182; 181	Pfam	PF17832, PF01472; PF01472, PF17832	Pre-PUA-like domain, PUA domain; PUA domain, Pre-PUA-like domain	2.2E-25, 6.3E-21; 4.7E-20, 1.4E-23	IPR041366, IPR002478; IPR002478, IPR041366	Pre-PUA domain, PUA domain; PUA domain, Pre-PUA domain
NP_001131143.1	NP_001131143.1; NP_001264233.1; NP_001264232.1	542; 544; 544	Pfam	PF12796; PF12796, PF14915; PF12796, PF14915	Ankyrin repeats (3 copies); Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region; Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region	2.9E-14; 3.0E-14, 7.2E-11; 3.0E-14, 7.2E-11	IPR020683; IPR020683, IPR039497; IPR020683, IPR039497	Ankyrin repeat-containing domain; Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain; Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain
NP_001132938.1	NP_001132938.1; XP_016885575.1	577; 577	Pfam	PF00400, PF08513; PF08513, PF00400	WD domain, G-beta repeat, LisH; LisH, WD domain, G-beta repeat	3.1E-10, 4.3E-9; 4.3E-9, 3.8E-9	IPR001680, IPR006594; IPR006594, IPR001680	WD40 repeat, LIS1 homology motif; LIS1 homology motif, WD40 repeat
NP_001137459.1	NP_001137459.1; XP_011539065.1	667; 667	Pfam	PF06758; PF06758	Olduvai domain; Olduvai domain	9.0E-30; 9.0E-30	IPR010630; IPR010630	Olduvai domain; Olduvai domain
NP_001137536.1	NP_001137536.1; NP_001231821.1	108; 108	Pfam	; 	; 	; 	; 	; 
NP_001138611.1	NP_001138611.1; NP_001138612.1	514; 514	Pfam	PF15483; PF15483	Domain of unknown function (DUF4641); Domain of unknown function (DUF4641)	2.3E-183; 2.3E-183	IPR027822; IPR027822	Protein of unknown function DUF4641; Protein of unknown function DUF4641
NP_001139682.2	NP_001139682.2; NP_001293070.1; XP_011514004.1; XP_011514539.1; NP_001369644.1	402; 402; 403; 403; 402	Pfam	PF11357; PF11357; PF11357; PF11357; PF11357	Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein	9.7E-43; 8.7E-44; 2.0E-42; 2.0E-42; 8.7E-44	IPR020984; IPR020984; IPR020984; IPR020984; IPR020984	Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy
NP_001157919.1	NP_001157919.1; NP_001384316.1; NP_001157922.1; NP_001384325.1; NP_001384320.1; NP_001157923.1; NP_001157920.1; NP_001157921.1; NP_001384309.1; NP_001157924.1; NP_001384311.1; NP_001345347.1	464; 464; 464; 464; 464; 464; 464; 464; 464; 464; 464; 464	Pfam	PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288	Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle	7.2E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 1.5E-20	IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670	Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle
NP_001159592.1	NP_001159592.1; NP_001315544.1	372; 373	Pfam	PF01073; PF01073	3-beta hydroxysteroid dehydrogenase/isomerase family; 3-beta hydroxysteroid dehydrogenase/isomerase family	9.4E-114; 2.3E-118	IPR002225; IPR002225	3-beta hydroxysteroid dehydrogenase/isomerase; 3-beta hydroxysteroid dehydrogenase/isomerase
NP_001165759.2	NP_001381597.1; XP_005262482.2; NP_001165759.2; NP_001357077.1; XP_005278198.1; NP_001308200.1; XP_006724862.1; XP_006724846.1; NP_001372148.1	189; 189; 189; 189; 189; 189; 189; 189; 189	Pfam	PF15300; PF15300; PF15300; PF15300; PF15300; PF15300; PF15300; PF15300; PF15300	INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus	1.7E-24; 1.7E-24; 1.7E-24; 1.7E-24; 1.7E-24; 4.0E-25; 4.0E-25; 4.0E-25; 3.6E-27	IPR029307; IPR029307; IPR029307; IPR029307; IPR029307; IPR029307; IPR029307; IPR029307; IPR029307	INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal
NP_001229291.1	NP_001258990.1; NP_001229291.1	757; 757	Pfam	PF01454; PF01454	MAGE family; MAGE family	3.2E-14; 3.2E-14	IPR002190; IPR002190	MAGE homology domain; MAGE homology domain
NP_001243615.1	NP_001243615.1; NP_001349700.1	391; 391	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	2.9E-70; 2.0E-72	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
NP_001245213.1	NP_001245213.1; NP_001372784.1	312; 312	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	1.0E-47; 8.2E-48	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001264237.1	NP_001264237.1; NP_001269423.1; NP_001342405.1; NP_001269413.1; NP_001269419.1; NP_001269401.1; NP_001342398.1; NP_001269422.1	632; 632; 632; 631; 632; 632; 631; 630	Pfam	PF15070, PF19046; PF15070, PF19046; PF15070, PF19046; PF19046, PF15070; PF15070, PF19046; PF19046, PF15070; PF15070, PF19046; PF15070, PF19046	Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; GM130 C-terminal binding motif, Putative golgin subfamily A member 2-like protein 5; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; GM130 C-terminal binding motif, Putative golgin subfamily A member 2-like protein 5; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif	9.3E-26, 1.3E-18; 9.3E-26, 1.3E-18; 2.1E-25, 1.3E-18; 1.3E-18, 1.5E-22; 1.2E-26, 6.7E-17; 6.5E-18, 8.3E-28; 4.1E-28, 6.5E-18; 1.1E-27, 1.2E-17	IPR043976, IPR043937; IPR043976, IPR043937; IPR043976, IPR043937; IPR043937, IPR043976; IPR043976, IPR043937; IPR043937, IPR043976; IPR043976, IPR043937; IPR043976, IPR043937	Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A member 2, C-terminal binding motif, Golgin subfamily A, conserved domain; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A member 2, C-terminal binding motif, Golgin subfamily A, conserved domain; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif
NP_001264352.1	NP_001264352.1; NP_001355087.1	407; 407	Pfam	PF05794; PF05794	T-complex protein 11; T-complex protein 11	1.5E-103; 2.0E-103	IPR008862; IPR008862	T-complex 11; T-complex 11
NP_001265070.1	NP_001265070.1; NP_001382566.1	1457; 1448	Pfam	PF06758; PF00008, PF06758, PF07645	Olduvai domain; EGF-like domain, Olduvai domain, Calcium-binding EGF domain	2.6E-26; 8.9E-8, 1.6E-25, 1.7E-8	IPR010630; IPR000742, IPR010630, IPR001881	Olduvai domain; EGF-like domain, Olduvai domain, EGF-like calcium-binding domain
NP_001269407.1	NP_001269407.1; NP_001269408.1	279; 279	Pfam	PF10630; PF10630	Protein of unknown function (DUF2476); Protein of unknown function (DUF2476)	2.1E-15; 2.1E-15	IPR018903; IPR018903	Proline-rich protein 23; Proline-rich protein 23
NP_001269436.1	NP_001269436.1; NP_001269440.1; XP_024305900.1	369; 369; 369	Pfam	PF06409; PF06409; PF06409	Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP)	9.3E-162; 9.3E-162; 1.7E-161	-; -; -	-; -; -
NP_001269466.1	NP_001269466.1; NP_001351640.1	251; 251	Pfam	; 	; 	; 	; 	; 
NP_001275762.1	NP_001275762.1; XP_011544558.1	569; 569	Pfam	PF01019; PF01019	Gamma-glutamyltranspeptidase; Gamma-glutamyltranspeptidase	3.2E-186; 2.5E-170	-; -	-; -
NP_001289194.1	NP_001289194.1; XP_011533042.1; XP_011533043.1	101; 101; 101	Pfam	PF00323, PF00879; PF00323, PF00879; PF00323, PF00879	Mammalian defensin, Defensin propeptide; Mammalian defensin, Defensin propeptide; Mammalian defensin, Defensin propeptide	5.4E-11, 5.5E-21; 5.4E-11, 5.5E-21; 5.4E-11, 5.5E-21	IPR006081, IPR002366; IPR006081, IPR002366; IPR006081, IPR002366	Alpha-defensin, Defensin propeptide; Alpha-defensin, Defensin propeptide; Alpha-defensin, Defensin propeptide
NP_001291217.1	NP_001291217.1; NP_001342212.1	300; 295	Pfam	PF16122, PF00318; PF16122, PF00318	40S ribosomal protein SA C-terminus, Ribosomal protein S2; 40S ribosomal protein SA C-terminus, Ribosomal protein S2	3.5E-25, 1.4E-11; 2.7E-25, 4.1E-11	IPR032281, IPR001865; IPR032281, IPR001865	40S ribosomal protein SA, C-terminal domain, Ribosomal protein S2; 40S ribosomal protein SA, C-terminal domain, Ribosomal protein S2
NP_001308112.1	XP_016884946.1; NP_001308112.1	213; 213	Pfam	PF15549; PF15549	PGC7/Stella/Dppa3 domain; PGC7/Stella/Dppa3 domain	3.5E-75; 3.5E-75	IPR029096; IPR029096	Developmental pluripotency-associated protein 3; Developmental pluripotency-associated protein 3
NP_001308329.1	NP_001373059.1; NP_001308329.1	314; 314	Pfam	PF01454, PF12440; PF01454, PF12440	MAGE family, Melanoma associated antigen family N terminal; MAGE family, Melanoma associated antigen family N terminal	1.6E-11, 1.2E-26; 1.6E-11, 1.2E-26	IPR002190, IPR021072; IPR002190, IPR021072	MAGE homology domain, Melanoma associated antigen, N-terminal; MAGE homology domain, Melanoma associated antigen, N-terminal
